CID,Annotator,Sentence,Sno.,Preprocessed,TripletOutput
4310,Magda,B: uh-huh.,69,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: %um, and the doctor showed up around three and &Mae was born at five twenty five.",70,", and the doctor showed up around three and Mae was born at five twenty five.","[('AUTHOR', 'showed', 'true'), ('AUTHOR', 'born', 'true')]"
4310,Magda,B: mhm.,71,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: Eight pounds eight ounces.,72,Eight pounds eight ounces.,"[('AUTHOR', 'ounces', 'true')]"
4310,Magda,B: mhm.,73,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: And screaming.,74,And screaming.,"[('AUTHOR', 'screaming', 'true')]"
4310,Magda,B: mhm.,75,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.",76,"Really screaming and I was a little scared. I thought oh my god what have we wrought. You could here her out through the doors of the hall, you know.","[('AUTHOR', 'screaming', 'true'), ('AUTHOR', 'scared', 'true'), ('AUTHOR', 'thought', 'true'), ('AUTHOR', 'wrested', 'unknown'), ('AUTHOR', 'hear', 'unknown'), ('AUTHOR_you', 'wrested', 'true'), ('AUTHOR_you', 'hear', 'true')]"
4310,Magda,B: {laugh},77,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,B: uh-huh.,78,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: And there were a lot of babies being born. You didn’t hear them all.,79,And there were a lot of babies being born. You didn’t hear them all.,"[('AUTHOR', 'born', 'true'), ('AUTHOR', 'hear', 'false')]"
4310,Magda,B: uh-huh.,80,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: And I, and %um, what happened h-, I guess %um, {breath} that’s right. Her mom came running out to tell us the baby was born.",81,"And I, and what happened I guess that’s right. Her mom came running out to tell us the baby was born.","[('AUTHOR', 'right', 'true'), ('AUTHOR', 'happens', 'true'), ('AUTHOR', 'come', 'true'), ('AUTHOR', 'tell', 'true'), ('AUTHOR', 'born', 'true'), ('AUTHOR_I', 'right', 'true'), ('AUTHOR_I', 'come', 'true'), ('AUTHOR_I', 'tell', 'true'), ('AUTHOR_I', 'born', 'true')]"
4310,Magda,B: uh-huh.,82,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: And then she said that’s her. You can hear her {laugh},83,And then she said that’s her. You can hear her,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'hear', 'unknown'), ('AUTHOR_she', 'hear', 'true')]"
4310,Magda,B: {laugh},84,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,"A: And %um, {lipsmack} said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.",85,And said it was a beautiful birth. I mean two pushes and she was out which is really great so she’s very unsquashed and unbattered looking for a new baby.,"[('AUTHOR', 'said', 'true'), ('AUTHOR', 'was', 'unknown'), ('AUTHOR', 'pushes', 'unknown'), ('AUTHOR', 'out', 'unknown'), ('AUTHOR', 'great', 'unknown'), ('AUTHOR', 'looking', 'unknown'), ('AUTHOR_And', 'was', 'true'), ('AUTHOR_And', 'pushes', 'true'), ('AUTHOR_And', 'out', 'true'), ('AUTHOR_And', 'great', 'true'), ('AUTHOR_And', 'looking', 'true')]"
4310,Magda,B: uh-huh mhm.,86,uh-huh mhm.,"[('AUTHOR', 'uh-huh', 'true'), ('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: Right.,87,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: Usually they look a bit bashed up {breath}.,88,Usually they look a bit bashed up,"[('AUTHOR', 'look', 'true')]"
4310,Magda,B: yeah.,89,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,B: A bit worn.,90,A bit worn.,"[('AUTHOR', 'worn', 'true')]"
4310,Magda,"A: But she’s got a nice shaped head and, you know she doesn’t look like she was %um, you know she’s not a cone head.",91,"But she’s got a nice shaped head and, you know she doesn’t look like she was you know she’s not a cone head.","[('AUTHOR', 'look', 'false'), ('AUTHOR', 'was', 'false'), ('AUTHOR', 'know', 'true'), ('AUTHOR', 'has', 'true')]"
4310,Magda,B: mhm.,92,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: But did you get to see her in a few hours or,93,But did you get to see her in a few hours or,"[('AUTHOR', 'get', 'true'), ('AUTHOR', 'see', 'true')]"
4310,Magda,A: a-,94,a-,"[('AUTHOR', 'a-', 'a-')]"
4310,Magda,"A: Well what happened no right away there, there was a very nice %um",95,"Well what happened no right away there, there was a very nice","[('AUTHOR', 'happens', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,A: delivery nurse who we had spoken to earlier in the day named &Tina.,96,delivery nurse who we had spoken to earlier in the day named Tina.,"[('AUTHOR', 'spoke', 'true'), ('AUTHOR', 'named', 'true')]"
4310,Magda,B: mhm.,97,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: mhm.,98,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: mhm.,99,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: And what they do is they take the baby from the delivery room to the nursery.,100,And what they do is they take the baby from the delivery room to the nursery.,"[('AUTHOR', 'take', 'true')]"
4310,Magda,B: mhm.,101,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: Normally they go directly and &Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting",102,"Normally they go directly and Tina very, very sweetly zipped past the door to the out, outer part of the nursery where we were waiting","[('AUTHOR', 'go', 'true'), ('AUTHOR', 'zipped', 'true'), ('AUTHOR', 'waiting', 'true')]"
4310,Magda,B: mhm.,103,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: mhm ((outside)),104,mhm outside,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: mhm.,105,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: and let us hold her.,106,and let us hold her.,"[('AUTHOR', 'hold', 'unknown')]"
4310,Magda,B: mhm.,107,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: So she was just minutes old then.,108,So she was just minutes old then.,"[('AUTHOR', 'old', 'true')]"
4310,Magda,B: Wow.,109,Wow.,"[('AUTHOR', 'wow', 'wow')]"
4310,Magda,A: So we held her for just a couple minutes and,110,So we held her for just a couple minutes and,"[('AUTHOR', 'held', 'true')]"
4310,Magda,B: uh-huh.,111,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: it was really funny because you could hear her coming up the hall screaming,112,it was really funny because you could hear her coming up the hall screaming,"[('AUTHOR', 'coming', 'true'), ('AUTHOR', 'screaming', 'true')]"
4310,Magda,B: uh-huh.,113,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: loudly.,114,loudly.,"[('AUTHOR', 'singing', 'true')]"
4310,Magda,B: uh-huh.,115,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,116,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: She handed her to me screaming loudly and I said to &Tina and also to the,",117,"She handed her to me screaming loudly and I said to Tina and also to the,","[('AUTHOR', 'handed', 'true'), ('AUTHOR', 'screaming', 'true'), ('AUTHOR', 'said', 'true'), ('AUTHOR_She', 'handed', 'true'), ('AUTHOR_She', 'screaming', 'true')]"
4310,Magda,B: uh-huh.,118,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: the birth mother’s mother there, you know oh &Robert has the magic touch.  I handed her to &Robert. Instant silence.",119,"the birth mother’s mother there, you know oh Robert has the magic touch. I handed her to Robert. Instant silence.","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'has', 'unknown'), ('AUTHOR', 'handled', 'true'), ('AUTHOR', 'silence', 'true')]"
4310,Magda,B: uh-huh.,120,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,121,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: Instant.,122,Instant.,"[('AUTHOR', 'Instant', 'Instant')]"
4310,Magda,A: She just stopped screaming immediately.,123,She just stopped screaming immediately.,"[('AUTHOR', 'stopped', 'true'), ('AUTHOR', 'screaming', 'true')]"
4310,Magda,B: uh-huh.,124,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,125,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again. {laugh},126,So he held her for a little while. And then the nurse was afraid to take her back. Said oh she’s going to scream again.,"[('AUTHOR', 'held', 'true'), ('AUTHOR', 'fear', 'true'), ('AUTHOR', 'take', 'unknown'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'scream', 'unknown'), ('AUTHOR_he', 'scream', 'true')]"
4310,Magda,B: uh-,127,uh-,"[('AUTHOR', 'uh-', 'uh-')]"
4310,Magda,B: uh-huh. {laugh},128,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: And she did {laugh},129,And she did,"[('AUTHOR', 'did', 'true')]"
4310,Magda,B: uh-huh.,130,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: And off they went to the nursery and then you watched through the glass,131,And off they went to the nursery and then you watched through the glass,"[('AUTHOR', 'went', 'true'), ('AUTHOR', 'watched', 'true')]"
4310,Magda,B: That must have [distorted] been very reassuring for &Robert.,132,That must have been very reassuring for Robert.,"[('AUTHOR', 'reassuring', 'unknown')]"
4310,Magda,"A: It was very nice wasn’t it. It was very wonderful for &Robert and for me too just to see, I knew it would work too.",133,"It was very nice wasn’t it. It was very wonderful for Robert and for me too just to see, I knew it would work too.","[('AUTHOR', 'was', 'true')]"
4310,Magda,B: Very nice. yeah.,134,Very nice. yeah.,"[('AUTHOR', 'nice', 'true')]"
4310,Magda,B: uh-huh.,135,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,136,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: yeah.,137,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"A: I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.",138,"I don’t know what it is. He has some, you have a theory. Body warmth or something but anyway.","[('AUTHOR', 'know', 'false'), ('AUTHOR', 'has', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR_he', 'has', 'true'), ('AUTHOR_he', 'have', 'true')]"
4310,Magda,B: yeah.,139,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"B: I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big",140,"I think it’s partly it but there’re certain kind of men who, I think it’s men who have like these big","[('AUTHOR', 'think', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR_I', 'have', 'true')]"
4310,Magda,"B: I have this theory [[says laughing]] that it’s men who are very broad right under the elbow you know like,",141,"I have this theory that it’s men who are very broad right under the elbow you know like,","[('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'are', 'unknown'), ('AUTHOR', 'know', 'true')]"
4310,Magda,A: Wait a minute. Broad under the elbow.  You mean in the chest?,142,Wait a minute. Broad under the elbow. You mean in the chest?,"[('AUTHOR', 'under', 'unknown'), ('AUTHOR', 'mean', 'true')]"
4310,Magda,B: like,143,like,"[('AUTHOR', 'really', 'really')]"
4310,Magda,B: No. From the elbow down towards the wrist.,144,No. From the elbow down towards the wrist.,"[('AUTHOR', 'down', 'true')]"
4310,Magda,A: oh.,145,oh.,"[('AUTHOR', 'oh', 'true')]"
4310,Magda,B: Who have like these big broad forearms.,146,Who have like these big broad forearms.,"[('AUTHOR', 'like', 'true')]"
4310,Magda,A: {laugh},147,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,B: {laugh},148,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,B: I think babies like that.,149,I think babies like that.,"[('AUTHOR', 'think', 'true'), ('AUTHOR', 'like', 'unknown'), ('AUTHOR_I', 'like', 'true')]"
4310,Magda,"A: You think it gives, it gives security.  I suppose.",150,"You think it gives, it gives security. I suppose.","[('AUTHOR', 'think', 'true'), ('AUTHOR', 'gives', 'unknown'), ('AUTHOR', 'gives', 'unknown'), ('AUTHOR', 'think', 'true'), ('AUTHOR', 'gives', 'unknown'), ('AUTHOR_I', 'gives', 'true')]"
4310,Magda,B: (( )) Do you remember &Otto who moved my filing cabinet that time in &Philadelphia he’s another one?,151,Do you remember Otto who moved my filing cabinet that time in Philadelphia he’s another one?,"[('AUTHOR', 'remember', 'true'), ('AUTHOR', 'moved', 'true')]"
4310,Magda,A: Yes. uh-huh.,152,Yes. uh-huh.,"[('AUTHOR', 'Yes', 'true')]"
4310,Magda,A: uh-huh.,153,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: yeah. He’s big.  He’s sort of solid to me.,154,yeah. He’s big. He’s sort of solid to me.,"[('AUTHOR', 'big', 'true'), ('AUTHOR', 'solid', 'true')]"
4310,Magda,B: who,155,who,"[('AUTHOR', 'said', 'true')]"
4310,Magda,B: He’s sort of very solid and they (( )) just love it [distortion].,156,He’s sort of very solid and they just love it,"[('AUTHOR', 'solid', 'true'), ('AUTHOR', 'love', 'true')]"
4310,Magda,A: But &Robert’s not big like that.,157,But Robert’s not big like that.,"[('AUTHOR', 'big', 'false')]"
4310,Magda,"B: No, but he, but &Robert is big below the elbows I’ll bet if you check.",158,"No, but he, but Robert is big below the elbows I’ll bet if you check.","[('AUTHOR', 'betted', 'true'), ('AUTHOR', 'check', 'unknown')]"
4310,Magda,A: {laugh} I’ll have to check out below &Robert’s elbows {laugh},159,I’ll have to check out below Robert’s elbows,"[('AUTHOR', 'check', 'true')]"
4310,Magda,B: {laugh},160,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,"A: At any rate, %um",161,"At any rate,","[('AUTHOR', 'rate', 'true')]"
4310,Magda,"A: So that was nice and then we watched through the nursery while they do,",162,"So that was nice and then we watched through the nursery while they do,","[('AUTHOR', 'was', 'true'), ('AUTHOR', 'watched', 'true'), ('AUTHOR', 'do', 'true')]"
4310,Magda,A: if you survive the first four hours of life in the nursery you’ll survive anything after.  It’s the most sort of appalling introduction to life.,163,if you survive the first four hours of life in the nursery you’ll survive anything after. It’s the most sort of appalling introduction to life.,"[('AUTHOR', 'survive', 'true'), ('AUTHOR', 'survive', 'true')]"
4310,Magda,B: uh-huh.,164,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,165,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,166,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,167,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: But I was kind of scared at that point because we’re looking in and there’re all these nice sweet little pale babies lying there limp,168,But I was kind of scared at that point because we’re looking in and there’re all these nice sweet little pale babies lying there limp,"[('AUTHOR', 'looking', 'true'), ('AUTHOR', 'lying', 'true'), ('AUTHOR', 'scared', 'true')]"
4310,Magda,B: uh-huh.,169,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: and there’s &Mae and she’s big compared to the rest and she was bright red and she is screaming and she screamed and she screamed and she screamed and all the rest of them as soon as they,170,and there’s Mae and she’s big compared to the rest and she was bright red and she is screaming and she screamed and she screamed and she screamed and all the rest of them as soon as they,"[('AUTHOR', 'screaming', 'true'), ('AUTHOR', 'screamed', 'true')]"
4310,Magda,B: uh-huh.,171,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,172,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh. ((Um-huh)) [distortion],173,uh-huh. Um-huh,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh,174,uh-huh,"[('AUTHOR', 'uh-huh', 'uh-huh')]"
4310,Magda,A: they sort of get exhausted after two screams and collapse.,175,they sort of get exhausted after two screams and collapse.,"[('AUTHOR', 'get', 'true'), ('AUTHOR', 'screams', 'true'), ('AUTHOR', 'collapse', 'true')]"
4310,Magda,B: yeah.,176,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: And she was healthy I guess.,177,And she was healthy I guess.,"[('AUTHOR', 'healthy', 'unknown'), ('AUTHOR', 'guess', 'true')]"
4310,Magda,B: uh-huh {laugh}.,178,uh-huh,"[('AUTHOR', 'uh-huh', 'uh-huh')]"
4310,Magda,A: And she just screamed and screamed and screamed and screamed and screamed and I thought oh my god what have we wrought here. {laugh},179,And she just screamed and screamed and screamed and screamed and screamed and I thought oh my god what have we wrought here.,"[('AUTHOR', 'screamed', 'true'), ('AUTHOR', 'screamed', 'true'), ('AUTHOR', 'screamed', 'true'), ('AUTHOR', 'screamed', 'true'), ('AUTHOR', 'thought', 'true'), ('AUTHOR_she', 'screamed', 'true'), ('AUTHOR_she', 'screamed', 'true')]"
4310,Magda,B: Did they tell you her ((apgar)) or whatever they call that?,180,Did they tell you her apgar or whatever they call that?,"[('AUTHOR', 'tell', 'true')]"
4310,Magda,A: How (( )),181,How,"[('AUTHOR', 'said', 'true')]"
4310,Magda,"A: They didn’t tell us anything.  In fact, at the hospital they weren’t",182,"They didn’t tell us anything. In fact, at the hospital they weren’t","[('AUTHOR', 'tell', 'false')]"
4310,Magda,"A: the, there were someth-, the individual people we had contact with were, were decent to us and friendly",183,"the, there were the individual people we had contact with were, were decent to us and friendly","[('AUTHOR', 'had', 'true'), ('AUTHOR', 'contact', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,B: Were nice.,184,Were nice.,"[('AUTHOR', 'were', 'true')]"
4310,Magda,"A: but %um the hospital policy was rather unfriendly to us and they wouldn’t, like we had been told, we they have a room called the bonding room",185,"but the hospital policy was rather unfriendly to us and they wouldn’t, like we had been told, we they have a room called the bonding room","[('AUTHOR', 'policy', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'told', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true'), ('AUTHOR', 'have', 'true')]"
4310,Magda,B: yeah.,186,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,B: uh-huh.,187,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,B: uh-huh.,188,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,"A: and the whole purpose of the room is to let people be in it with the baby, who --",189,"and the whole purpose of the room is to let people be in it with the baby, who-","[('AUTHOR', 'let', 'unknown'), ('AUTHOR', 'be', 'unknown')]"
4310,Magda,B: uh-huh.,190,uh-huh.,"[('AUTHOR', 'uh-huh', 'true')]"
4310,Magda,A: -- are going to be with the baby.,191,-- are going to be with the baby.,"[('AUTHOR', 'be', 'true')]"
4310,Magda,B: Right.,192,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,"A: And they wouldn’t let us in there so,",193,"And they wouldn’t let us in there so,","[('AUTHOR', 'let', 'false')]"
4310,Magda,B: %mm.,194,mm.,"[('AUTHOR', 'mm', 'true')]"
4310,Magda,"A: d-, it was really quite awful.  They wouldn’t let us, they didn’t, they they gave us but they didn’t tell us beans.",195,", it was really quite awful. They wouldn’t let us, they didn’t, they they gave us but they didn’t tell us beans.","[('AUTHOR', 'let', 'false'), ('AUTHOR', 'gave', 'true'), ('AUTHOR', 'tell', 'false')]"
4310,Magda,B: yeah.,196,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: I mean they really didn’t talk to us. They didn’t offer us that parenting class that they offer to most people.,197,I mean they really didn’t talk to us. They didn’t offer us that parenting class that they offer to most people.,"[('AUTHOR', 'talk', 'false'), ('AUTHOR', 'offer', 'false')]"
4310,Magda,B: mhm.,198,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,A: We would have had to come back the next day to the hospital which of course we weren’t going to do.,199,We would have had to come back the next day to the hospital which of course we weren’t going to do.,"[('AUTHOR', 'come', 'unknown'), ('AUTHOR', 'do', 'unknown')]"
4310,Magda,B: %hm.,200,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,B: mhm.,201,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: %um, you know they really weren’t very nice and",202,", you know they really weren’t very nice and","[('AUTHOR', 'know', 'true')]"
4310,Magda,B: yeah.,203,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"A: I guess they have, their rules are just very rigid.",204,"I guess they have, their rules are just very rigid.","[('AUTHOR', 'guess', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR', 'rules', 'unknown'), ('AUTHOR_I', 'have', 'true'), ('AUTHOR_I', 'rules', 'true')]"
4310,Magda,B: %mm.,205,mm.,"[('AUTHOR', 'mm', 'true')]"
4310,Magda,A: And the problem is the lawyer was supposed to have arranged for %um,206,And the problem is the lawyer was supposed to have arranged for,"[('AUTHOR', 'problem', 'true'), ('AUTHOR', 'supposed', 'true'), ('AUTHOR', 'arranged', 'unknown')]"
4310,Magda,B: Right.,207,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: an additional bracelet.,208,an additional bracelet.,"[('AUTHOR', 'bracelet', 'true')]"
4310,Magda,B: mhm.,209,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: In other words, what happens is they put one on the wrist of the baby, one on the ankle, one on the birth mother",210,"In other words, what happens is they put one on the wrist of the baby, one on the ankle, one on the birth mother","[('AUTHOR', 'put', 'true'), ('AUTHOR', 'happens', 'true')]"
4310,Magda,"A: and then she has a, what you call the fourth bracelet which she can give to whoever will be her coach through the birth and stuff and of course she had given it to her mother,",211,"and then she has a, what you call the fourth bracelet which she can give to whoever will be her coach through the birth and stuff and of course she had given it to her mother,","[('AUTHOR', 'has', 'true'), ('AUTHOR', 'give', 'true'), ('AUTHOR', 'be', 'true'), ('AUTHOR', 'birth', 'true'), ('AUTHOR', 'give', 'true')]"
4310,Magda,B: %hm.,212,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,B: mhm.,213,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,B: %hm.,214,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,B: I see.,215,I see.,"[('AUTHOR', 'see', 'true')]"
4310,Magda,B: I see.,216,I see.,"[('AUTHOR', 'see', 'true')]"
4310,Magda,A: which makes perfect sense.,217,which makes perfect sense.,"[('AUTHOR', 'makes', 'true')]"
4310,Magda,B: mhm.,218,mhm.,"[('AUTHOR', 'mhm', 'true')]"
4310,Magda,"A: Well, the only way, they couldn’t get their minds around the notion of a fifth bracelet for us.",219,"Well, the only way, they couldn’t get their minds around the notion of a fifth bracelet for us.","[('AUTHOR', 'get', 'false')]"
4310,Magda,B: Right.,220,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,"A: So the only way that they would have let us in there was to take her mothers away,",221,"So the only way that they would have let us in there was to take her mothers away,","[('AUTHOR', 'let', 'unknown'), ('AUTHOR', 'take', 'unknown')]"
4310,Magda,B: Right.,222,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: which we wouldn’t ask and which she wouldn’t do.,223,which we wouldn’t ask and which she wouldn’t do.,"[('AUTHOR', 'questive', 'false'), ('AUTHOR', 'do', 'false')]"
4310,Magda,B: Right.,224,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,B: Right.,225,Right.,"[('AUTHOR', 'right', 'right')]"
4310,Magda,A: And %um,226,And,"[('AUTHOR', 'said', 'true')]"
4310,Magda,A: the lawyer had told us he had arranged everything ahead of time,227,the lawyer had told us he had arranged everything ahead of time,"[('AUTHOR', 'told', 'true'), ('AUTHOR', 'arranged', 'unknown'), ('AUTHOR_lawyer', 'arranged', 'true')]"
4310,Magda,A: and there was supposed to be I D there at the hospital for us and it was all set and of course he hadn’t done anything.,228,and there was supposed to be I D there at the hospital for us and it was all set and of course he hadn’t done anything.,"[('AUTHOR', 'supposed', 'true'), ('AUTHOR', 'be', 'unknown'), ('AUTHOR', 'set', 'true'), ('AUTHOR', 'done', 'false')]"
4310,Magda,B: I see.,229,I see.,"[('AUTHOR', 'see', 'true')]"
4310,Magda,"B: He hadn’t done that, %hm.",230,"He hadn’t done that,","[('AUTHOR', 'done', 'false')]"
4310,Magda,A: No. He hadn’t done anything.  He’s been just hopeless.,231,No. He hadn’t done anything. He’s been just hopeless.,"[('AUTHOR', 'done', 'false'), ('AUTHOR', 'hopeless', 'true')]"
4310,Magda,B: %hm.,232,hm.,"[('AUTHOR', 'hm', 'true')]"
4310,Magda,A: I mean I think legally he’s not hopeless.  I think he’s done all the necessary legal things but %um,233,I mean I think legally he’s not hopeless. I think he’s done all the necessary legal things but,"[('AUTHOR', 'think', 'true'), ('AUTHOR', 'done', 'unknown'), ('AUTHOR_I', 'done', 'true')]"
4310,Magda,B: yeah.,234,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,"A: you know in terms of the things,",235,"you know in terms of the things,","[('AUTHOR', 'know', 'true')]"
4310,Magda,A: He’s an S O B forgive me tape whoever you are but he was a fucker {laugh}.,236,He’s an S O B forgive me tape whoever you are but he was a fucker,"[('AUTHOR', 'forgive', 'true'), ('AUTHOR', 'are', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,B: yeah.,237,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,B: No. th- {laugh},238,No.,"[('AUTHOR', 'No', 'true')]"
4310,Magda,A: And %um {laugh},239,And,"[('AUTHOR', 'said', 'true')]"
4310,Magda,B: (( )) laugh,240,laugh,"[('AUTHOR', 'said', 'true')]"
4310,Magda,A: I’m sorry but he was.,241,I’m sorry but he was.,"[('AUTHOR', 'sorry', 'true'), ('AUTHOR', 'was', 'true')]"
4310,Magda,B: I think they said published actually. {laugh},242,I think they said published actually.,"[('AUTHOR', 'think', 'true'), ('AUTHOR', 'said', 'unknown'), ('AUTHOR', 'published', 'unknown'), ('AUTHOR_they', 'said', 'true'), ('AUTHOR_they', 'published', 'true')]"
4310,Magda,A: oh well they can edit that word I guess {laugh} Anyway it’s English so {laugh},243,oh well they can edit that word I guess Anyway it’s English so,"[('AUTHOR', 'edit', 'unknown'), ('AUTHOR', 'guess', 'true')]"
4310,Magda,B: yeah.,244,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
4310,Magda,A: It’s American English.,245,It’s American English.,"[('AUTHOR', 'It', 'true')]"
4310,Magda,B: {laugh},246,,"[('AUTHOR', 'restriction', 'true')]"
4310,Magda,A: %um,247,um,"[('AUTHOR', 'said', 'true')]"
4310,Magda,"A: You know he, he said things to me like well you’ll have her for the rest of your life, you know.",248,"You know he, he said things to me like well you’ll have her for the rest of your life, you know.","[('AUTHOR', 'know', 'true'), ('AUTHOR', 'said', 'true'), ('AUTHOR', 'have', 'unknown'), ('AUTHOR_you', 'have', 'true')]"
4310,Magda,B: yeah.,249,yeah.,"[('AUTHOR', 'yeah', 'yeah')]"
